"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"15.10.2018","199,74","199,01","199,78","198,19","-","0,91%"
"12.10.2018","197,94","197,80","198,27","197,14","-","0,67%"
"11.10.2018","196,63","196,55","197,51","196,26","-","-0,75%"
"10.10.2018","198,12","200,66","200,71","198,06","-","-1,12%"
"09.10.2018","200,37","200,30","200,57","199,37","-","0,31%"
"08.10.2018","199,76","198,82","199,85","198,78","-","0,36%"
"05.10.2018","199,04","199,23","199,82","198,87","-","0,13%"
"04.10.2018","198,79","200,96","201,32","198,49","-","-1,21%"
"03.10.2018","201,23","200,11","201,72","199,40","-","0,63%"
"02.10.2018","199,97","198,23","200,04","198,00","-","1,10%"
"01.10.2018","197,79","195,23","197,88","194,85","-","1,35%"
"28.09.2018","195,16","194,28","195,88","193,82","-","0,51%"
"27.09.2018","194,17","194,34","194,53","193,65","-","0,10%"
"26.09.2018","193,97","194,86","194,90","193,91","-","-0,59%"
"25.09.2018","195,12","194,97","195,68","194,72","-","0,17%"
"24.09.2018","194,78","194,78","195,52","194,63","-","0,41%"
"21.09.2018","193,98","193,41","194,39","192,63","-","0,66%"
"20.09.2018","192,71","192,02","192,98","191,68","-","0,49%"
"19.09.2018","191,77","190,63","191,82","190,50","-","0,63%"
"18.09.2018","190,56","190,58","191,24","190,05","-","0,49%"
"17.09.2018","189,64","190,76","191,19","189,54","-","-0,44%"
"14.09.2018","190,48","191,26","191,61","190,07","-","-0,49%"
"13.09.2018","191,41","192,81","192,97","191,22","-","-1,01%"
"12.09.2018","193,36","192,18","193,98","192,03","-","0,88%"
"11.09.2018","191,67","191,25","191,80","190,26","-","0,34%"
"10.09.2018","191,02","191,03","191,84","190,57","-","0,35%"
"07.09.2018","190,36","190,10","190,40","189,45","-","0,31%"
"06.09.2018","189,78","191,34","191,46","189,04","-","-0,64%"
"05.09.2018","191,01","191,26","192,18","190,98","-","-0,58%"
"04.09.2018","192,12","193,23","193,38","191,97","-","-0,44%"
"31.08.2018","192,96","192,73","193,67","192,72","-","0,08%"
"30.08.2018","192,80","193,45","193,59","192,06","-","-0,08%"
"29.08.2018","192,96","191,99","193,29","191,68","-","0,65%"
"28.08.2018","191,71","192,95","193,07","191,58","-","-0,60%"
"27.08.2018","192,87","191,78","192,95","191,74","-","0,41%"
"24.08.2018","192,08","191,80","192,94","191,68","-","0,83%"
"23.08.2018","190,50","190,74","190,91","190,01","-","-0,32%"
"22.08.2018","191,12","190,92","191,57","189,94","-","0,58%"
"21.08.2018","190,01","189,71","190,59","189,67","-","0,48%"
"20.08.2018","189,11","189,03","189,46","188,57","-","0,20%"
"17.08.2018","188,74","188,68","189,38","188,02","-","0,19%"
"16.08.2018","188,38","187,85","188,78","187,74","-","0,76%"
"15.08.2018","186,95","189,19","189,60","186,72","-","-1,83%"
"14.08.2018","190,44","191,18","191,90","190,28","-","0,07%"
"13.08.2018","190,30","190,63","190,92","188,83","-","-0,73%"
"10.08.2018","191,69","192,31","193,02","191,52","-","-0,38%"
"09.08.2018","192,43","193,33","193,53","192,34","-","-0,32%"
"08.08.2018","193,04","194,13","194,19","192,11","-","-0,75%"
"07.08.2018","194,49","195,17","195,28","194,22","-","0,29%"
"06.08.2018","193,93","193,68","194,70","193,34","-","0,36%"
"03.08.2018","193,23","193,27","193,75","192,64","-","0,30%"
"02.08.2018","192,65","191,04","193,21","190,88","-","0,53%"
"01.08.2018","191,64","193,02","193,42","191,38","-","-1,49%"
"31.07.2018","194,53","195,54","195,68","194,46","-","-0,62%"
"30.07.2018","195,75","195,53","196,30","195,50","-","0,82%"
"27.07.2018","194,16","194,75","195,21","193,75","-","-0,43%"
"26.07.2018","194,99","195,40","195,49","194,78","-","0,17%"
"25.07.2018","194,66","193,56","194,87","193,51","-","0,76%"
"24.07.2018","193,19","192,73","193,87","192,46","-","0,36%"
"23.07.2018","192,49","193,41","193,48","192,15","-","-0,07%"
"20.07.2018","192,62","191,62","192,74","191,62","-","0,63%"
"19.07.2018","191,42","190,14","192,09","189,97","-","-0,03%"
"18.07.2018","191,47","190,56","191,65","190,02","-","0,20%"
"17.07.2018","191,09","191,55","191,55","190,52","-","-0,04%"
"16.07.2018","191,17","192,75","193,15","191,00","-","-1,32%"
